rmse_mean	rmse_std	rmse_min	rmse_percentile02	rmse_percentile25	rmse_median	rmse_percentile75	rmse_percentile98	rmse_max
264.51922607421875	392.3116455078125	7.190003871917725	64.66384658813476	148.45046997070312	212.16004943847656	310.919189453125	735.4840270996098	15245.8154296875
266.5406494140625	391.51727294921875	1.7891420125961304	65.11574935913086	149.78217697143555	215.05010986328125	314.53846740722656	730.377203369141	15926.7392578125
262.3873291015625	392.5675964355469	7.192020416259766	63.12063293457032	146.27658462524414	210.74263763427734	308.91908264160156	726.3491882324222	15130.37890625
264.9425048828125	390.5777282714844	4.085343360900879	64.41496505737305	147.91425323486328	213.54177856445312	313.0038528442383	730.0319335937514	15404.466796875
261.4673156738281	390.0813293457031	1.7989609241485596	63.66322746276855	146.86285018920898	211.09563446044922	307.34315490722656	716.218804931641	15727.828125
262.80755615234375	389.55657958984375	4.344199180603027	64.24184341430664	147.75065231323242	212.56488800048828	311.4741897583008	713.8764282226578	15657.689453125
262.8181457519531	390.33868408203125	5.704097270965576	63.063241195678714	146.9358901977539	211.40999603271484	309.3338088989258	729.7042602539062	14840.6123046875
264.8564758300781	389.84747314453125	3.73201322555542	63.78089981079101	148.48775100708008	213.34722900390625	313.58665466308594	727.4050109863284	15496.00390625
261.9881286621094	389.50665283203125	4.438425540924072	62.93360633850098	147.31013107299805	211.46620178222656	310.1316909790039	708.1189392089854	15438.8681640625
265.4932556152344	389.4737548828125	2.287782907485962	63.97068901062012	149.30126953125	214.62491607666016	313.3435287475586	719.814440917969	14780.609375
264.3804016113281	393.9776916503906	5.977686882019043	63.91039810180664	147.0807762145996	212.36447143554688	309.06470489501953	741.8101928710942	15699.17578125
265.6288757324219	390.7743835449219	3.1870298385620117	64.2919708251953	148.40292739868164	214.55718231201172	314.036865234375	730.8412475585944	15911.328125
263.11480712890625	389.9623718261719	3.4480886459350586	63.707013320922854	147.32926559448242	211.67703247070312	309.07994079589844	733.4488647460939	14679.4462890625
265.6712646484375	389.6373596191406	0.8895776867866516	64.02840652465821	148.11199188232422	213.2474136352539	313.3231506347656	734.8313781738283	15521.1796875
265.2875061035156	391.07244873046875	3.8350863456726074	63.43519325256348	148.50457000732422	213.44461059570312	313.9649963378906	725.1504882812504	15768.5927734375
269.5679626464844	390.513427734375	4.235321044921875	65.50012130737305	151.03112411499023	217.64952087402344	318.7760467529297	736.1170593261721	15059.673828125
266.45404052734375	390.8719482421875	4.203865051269531	63.2939453125	149.3446273803711	214.57980346679688	314.9541549682617	728.5746704101571	15397.4189453125
265.3912048339844	390.3786926269531	2.360758066177368	63.84293174743652	148.52277755737305	213.98760223388672	312.44849395751953	722.8325927734377	15134.3359375
264.9893798828125	390.6072998046875	1.5166876316070557	63.42638969421387	147.91258239746094	213.81432342529297	312.7538070678711	734.1890014648443	14665.17578125
268.2843017578125	389.6125183105469	3.6143786907196045	63.42095718383789	149.89815521240234	216.43242645263672	316.569091796875	738.7684448242197	15354.8349609375
265.54547119140625	388.4350891113281	9.723270416259766	64.52590560913086	148.71313095092773	214.42093658447266	313.17203521728516	726.536041259766	15935.0048828125
264.8354797363281	389.8100280761719	5.5191192626953125	63.36667137145996	147.3908348083496	212.9863052368164	312.9377746582031	733.9491210937509	14438.443359375
264.8901672363281	388.322265625	4.135672092437744	63.69600715637207	148.41326904296875	213.5053253173828	312.41943359375	722.5080871582031	15316.533203125
262.79486083984375	390.6708679199219	4.083037376403809	63.26315460205078	146.08001327514648	210.07799530029297	310.4339904785156	723.3433288574223	15300.0498046875
261.8465881347656	387.66302490234375	4.884753704071045	64.04048767089844	147.0845603942871	211.45770263671875	310.3050537109375	706.2500183105469	15110.9990234375
266.70098876953125	388.977294921875	3.525029420852661	64.911376953125	148.85276794433594	214.74977111816406	314.18531036376953	729.1255981445313	14967.328125
263.9364929199219	389.01202392578125	5.643003940582275	62.859534072875974	147.55426406860352	212.47760772705078	311.14139556884766	732.0454711914062	15139.306640625
265.4124755859375	388.4660339355469	0.9927233457565308	63.690703582763675	149.06666564941406	214.32373046875	314.38806915283203	721.9401489257814	15752.884765625
265.35333251953125	387.3980712890625	4.5059404373168945	63.630052185058595	148.5231056213379	213.8985366821289	313.6856155395508	727.5549377441407	14221.4296875
263.0656433105469	388.0037536621094	2.4829366207122803	62.97811622619629	146.77452087402344	211.56407928466797	310.28472900390625	720.5379821777345	15921.580078125
266.0692138671875	389.65777587890625	4.279639720916748	64.13213729858398	148.34833908081055	213.9018096923828	314.9215393066406	732.900427246094	15272.5107421875
266.2449951171875	389.90850830078125	4.841616153717041	64.75271072387696	149.14889907836914	214.03287506103516	313.8516387939453	733.5857788085941	15218.2138671875
267.1707458496094	389.6227722167969	5.7876739501953125	64.86180191040039	148.88458633422852	215.46289825439453	315.6893081665039	728.7192993164065	15230.884765625
266.8116760253906	388.79168701171875	4.0861897468566895	64.38516387939453	149.88688278198242	215.52838134765625	314.62486267089844	726.7392028808601	15807.607421875
263.6133117675781	389.97052001953125	2.5109810829162598	63.4849739074707	146.65572357177734	211.8947296142578	311.66966247558594	724.4346557617188	14945.7783203125
263.72503662109375	388.73834228515625	4.700230121612549	62.94580307006836	146.91212463378906	211.88085174560547	310.7752685546875	726.5979125976563	15238.8720703125
263.83447265625	390.15716552734375	3.742152452468872	63.40499496459961	147.40900802612305	212.31694793701172	311.1094665527344	726.8599548339848	15544.251953125
