ICA_00	ICA_01	ICA_02	ICA_03	ICA_04	ICA_05	ICA_06	ICA_07	ICA_08	ICA_09	ICA_10	ICA_11	ICA_12	ICA_13	ICA_14
0.8821488074528234	-2.032252227254256	1.4157574305091627	-0.26575537871561883	-0.43008112358684386	1.8201541189134538	3.6494728925727924	-1.7711656863186456	1.3236308902765042	-0.42204079491764657	-0.9206679412951815	-0.06738300042597643	2.063591506001595	1.9315686728505899	-0.19403190652693297
0.0874570659435513	-2.336554780213095	-1.4132959741989763	0.38981934424511444	-1.3885117268263025	0.6111302736393476	2.0375541717930488	-1.668452213503735	0.12416777512937487	-0.06728207917861637	-0.8930721894024569	1.134325063855305	2.7693146841028957	-0.8605617273042372	-0.15959465670562314
-1.074570460070182	-1.8196491515718376	1.7356442707501183	-1.2675949445375645	-0.908671068094965	1.447441344032893	2.741044178284227	-0.7181031253724529	1.0040173472983647	-0.4460257339708129	0.4316753662651802	-0.8954872523241898	1.6768761691085756	-0.8262125871988245	-0.5515503927010555
0.981580967525214	-2.0118496466466884	-1.30654699197403	0.2532782749559799	-0.5112729622497154	0.35028479943477836	1.3330536808805624	1.052483996261207	2.696265570555937	-0.1663437371529475	-1.1289064913275324	-0.8921944703717963	2.332851951733282	1.6411609843686823	0.910824092771552
0.9466094869435144	-1.5096257931930566	1.3665903165520947	-1.3229818558664475	-0.4787214674203067	1.5501290902164664	1.657018305324607	1.4780146845003348	2.064020667810372	-0.6574453953162434	0.8554411992659098	1.3147421431685882	0.7956243987102893	-1.4716401713467568	1.908177843389634
-1.6412033456895585	-1.9088427868135753	-0.304104844166712	0.45039471211671733	0.06598847389793547	0.45222053956301106	1.1802055173692638	1.0290071416868591	0.6624738523668071	-0.27839217091095225	-0.5907762386519474	-0.5244647161358242	1.6754943429475566	-0.6605580696637013	1.2904560065034991
0.7558638847885721	-1.6983839727291064	0.5486795383826791	-0.9510881566286057	-0.07079355510093474	1.661183868385268	1.86812403172938	-0.09736187024908859	-0.11399196649336452	-0.5878032686738781	0.9700676017398899	-0.7622079637361348	0.6668392611536564	1.9983163893085754	0.933347564362551
1.0492042678669422	-1.774523570549595	-0.1153719102980978	0.5662245199153737	0.238757497437763	0.4537209910724873	0.7007031489054839	-0.7585708027145919	-0.25757176677489	-0.37989997973589973	-0.8222629177625608	1.082359895506044	1.7793552737635419	-1.2300520454639494	0.0484075155848836
-1.6352021646378585	-1.4733154937940618	1.2986028582801545	-1.3963019633969025	0.2810355451305603	1.334242379894969	1.5557485542974423	-0.2912630216808626	0.11796411247719363	-0.6319766546402485	0.049188132045440265	-0.33297788701723124	0.42823105285280766	-0.6951618871494107	-0.34834075034960144
0.6994459809846869	-1.8300590915734554	-0.220390317979202	0.5696546268104449	-0.5506332395724091	0.041142893151166385	1.173367867081418	0.9854929785237845	0.29347459502078577	-0.23401781204702188	-1.0996054535185	-0.6757574792182458	1.6807302721301831	2.186499588220179	-0.7728803137258897
0.6954512876649684	-1.4712457515444841	0.01615247197619443	-1.498406665979531	-0.06217064538668953	1.0367626698908095	1.3332421266236305	1.3339315741971949	0.41530512034901645	-0.6015151515465159	1.2091604697874359	1.3864720023605908	0.5064433993579749	-1.5869111814680426	-0.46369910992140867
-1.5640765072530998	-1.5691318556240414	0.3511041449570351	0.11893017188232372	-0.12106450597925836	0.19083607264481786	0.735662512342394	1.3045052436390145	-0.32712554374892433	-0.4355938850060615	-0.7254868391756227	-0.6834069171043876	1.391818268013107	-0.5927171895634992	-0.272392409815303
0.7962074291953304	-1.2786572404969978	0.46947427059600283	-1.4418460898711198	0.7381486176023507	0.9091165986576603	0.940711826564515	0.7661320169572595	-1.2034190082891494	-0.7184973451466558	0.4345660220905261	-0.34651249127172046	0.43759210737799126	2.2652732578981176	-0.2683907699889411
0.27514106130999055	-1.595296790662358	-0.041583230387028755	0.7524769323225108	-0.9940724375629311	0.3253154861097968	0.5066655101038666	1.351468936573479	-1.4475805633412917	-0.4751692774679506	-1.0846194987132534	1.5623744753154447	1.3869655155056788	-0.6391517075620098	-0.8015117990463742
-1.1906305805781596	-1.193723394324508	-0.43721993036548246	-1.365525280900776	-0.42909916957466576	1.1180950950886224	0.729095997503517	1.282972888735986	-1.370542579579682	-0.8103622239139023	1.0681650745951679	-1.2822308219074048	-0.11005250863912917	-0.9802013489156751	-0.7151678946199551
