2026-03-17T12:49:41	tedana.tedana_workflow	INFO    	Using output directory: /home/jeffrey/Projects/Tensor_TE/bids/derivatives/tedana/sub-10317
2026-03-17T12:49:41	utils.check_te_values	WARNING 	TE values appear to be in milliseconds. Per BIDS convention, echo times should be provided in seconds. Support for millisecond TE values is deprecated and will be removed in a future version. Please provide TE values in seconds.
2026-03-17T12:49:41	tedana.tedana_workflow	INFO    	Initializing and validating component selection tree
2026-03-17T12:49:41	component_selector.validate_tree	WARNING 	Decision tree includes fields that are not used or logged ['_comment']
2026-03-17T12:49:41	component_selector.__init__    	INFO    	Performing component selection with tedana_orig_decision_tree
2026-03-17T12:49:41	component_selector.__init__    	INFO    	Very similar to the decision tree designed by Prantik Kundu
2026-03-17T12:49:41	utils.load_mask   	INFO    	Using user-defined mask
2026-03-17T12:49:41	tedana.tedana_workflow	INFO    	Loading input data: ['bids/derivatives/fmriprep/sub-10317/func/sub-10317_task-doors_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz', 'bids/derivatives/fmriprep/sub-10317/func/sub-10317_task-doors_run-1_echo-2_part-mag_desc-preproc_bold.nii.gz', 'bids/derivatives/fmriprep/sub-10317/func/sub-10317_task-doors_run-1_echo-3_part-mag_desc-preproc_bold.nii.gz', 'bids/derivatives/fmriprep/sub-10317/func/sub-10317_task-doors_run-1_echo-4_part-mag_desc-preproc_bold.nii.gz']
2026-03-17T12:49:49	utils.make_adaptive_mask	INFO    	Echo-wise intensity thresholds for adaptive mask: [1899.201   1438.649    941.3316   566.92883]
2026-03-17T12:49:49	utils.make_adaptive_mask	WARNING 	5490 voxels in user-defined mask do not have good signal. Removing voxels from mask.
2026-03-17T12:49:49	tedana.tedana_workflow	INFO    	Computing T2* map
2026-03-17T12:50:46	combine.make_optcom 	INFO    	Optimally combining data with voxel-wise T2* estimates
2026-03-17T12:50:48	tedana.tedana_workflow	INFO    	Writing optimally combined data set: /home/jeffrey/Projects/Tensor_TE/bids/derivatives/tedana/sub-10317/sub-10317_task_desc-optcom_bold.nii.gz
2026-03-17T12:50:48	pca.tedpca      	INFO    	Computing PCA of optimally combined multi-echo data with selection criteria: kic
2026-03-17T12:50:52	pca.tedpca      	INFO    	Optimal number of components based on different criteria:
2026-03-17T12:50:52	pca.tedpca      	INFO    	AIC: 17 | KIC: 15 | MDL: 11 | 90% varexp: 177 | 95% varexp: 197
2026-03-17T12:50:52	pca.tedpca      	INFO    	Explained variance based on different criteria:
2026-03-17T12:50:52	pca.tedpca      	INFO    	AIC: 0.418% | KIC: 0.409% | MDL: 0.386% | 90% varexp: 0.901% | 95% varexp: 0.952%
2026-03-17T12:50:52	pca.tedpca      	INFO    	Plotting maPCA optimization curves
2026-03-17T12:50:53	collect.generate_metrics	INFO    	Calculating standardized parameter estimate maps for optimally combined data
2026-03-17T12:50:53	collect.generate_metrics	INFO    	Calculating unstandardized parameter estimate maps for optimally combined data
2026-03-17T12:50:55	collect.generate_metrics	INFO    	Calculating F-statistic maps
2026-03-17T12:50:57	collect.generate_metrics	INFO    	Thresholding standardized parameter estimate maps
2026-03-17T12:50:57	collect.generate_metrics	INFO    	Thresholding T2* F-statistic maps
2026-03-17T12:50:58	collect.generate_metrics	INFO    	Thresholding S0 F-statistic maps
2026-03-17T12:50:58	collect.generate_metrics	INFO    	Counting significant voxels in T2* F-statistic maps
2026-03-17T12:50:58	collect.generate_metrics	INFO    	Counting significant voxels in S0 F-statistic maps
2026-03-17T12:50:58	collect.generate_metrics	INFO    	Thresholding optimal combination beta maps to match T2* F-statistic maps
2026-03-17T12:51:03	collect.generate_metrics	INFO    	Thresholding optimal combination beta maps to match S0 F-statistic maps
2026-03-17T12:51:06	collect.generate_metrics	INFO    	Calculating kappa and rho
2026-03-17T12:51:06	collect.generate_metrics	INFO    	Calculating variance explained
2026-03-17T12:51:06	collect.generate_metrics	INFO    	Calculating normalized variance explained
2026-03-17T12:51:06	collect.generate_metrics	INFO    	Calculating DSI between thresholded T2* F-statistic and optimal combination beta maps
2026-03-17T12:51:06	collect.generate_metrics	INFO    	Calculating DSI between thresholded S0 F-statistic and optimal combination beta maps
2026-03-17T12:51:06	utils.dice        	WARNING 	2 of 15 components have empty maps, resulting in Dice values of 0. Please check your component table for dice columns with 0-values.
